X,Y,Z,distance,wavelength_458_nm
20.42253304,35.2868309,483.6353149,485.3507689,0.000508
19.68424988,18.69902229,481.708252,482.4727779,0.000456
17.24808121,36.53939438,487.095398,488.768402,0.000484
14.86472893,9.69256783,474.5863342,474.9179994,0.000502
12.43891525,48.26942825,480.7951355,483.372131,0.000497
10.20026112,38.49158096,499.4450378,501.0299073,0.00047
8.81112099,40.75314331,497.8179016,499.5609437,0.000494
1.99779606,32.34453583,489.1651306,490.2373961,0.000379
1.34193993,29.89466858,492.8673096,493.774933,0.000511
0.0,47.12372208,500.1940918,502.4089662,0.000453
-10.90882397,31.74116516,500.7457581,501.8693238,0.000496
-14.4316721,60.05312729,504.6694946,508.434784,0.000425
-15.42843151,56.23603821,492.5836792,496.0233756,0.000473
-15.70833397,35.06605911,480.6094971,482.143005,0.000456
-21.31493378,19.98121834,488.9756165,489.8476561,0.000516
-21.86220551,19.87240982,486.3128662,487.209473,0.000482
-22.97407722,18.70269012,481.8027039,482.7125851,0.000495
-26.34390831,49.85063934,483.302124,486.579926,0.000471
