X,Y,Z,distance,wavelength_768_nm
40.99261093,36.67763901,484.5168457,487.629181,0.000605
40.31425476,35.67023468,484.3473206,487.329407,0.000689
40.14638519,38.16352844,482.3305054,485.500671,0.000557
39.56589508,38.90359497,483.3151856,486.48999,0.000709
39.73487473,40.06749344,485.379303,488.648499,0.00068
39.94246674,40.94565201,487.9151306,491.256683,0.000601
38.06672668,33.78573227,481.1070557,483.7918399,0.000576
37.67368317,34.02592468,484.5274048,487.179504,0.000525
36.75662994,46.83556747,489.9913025,493.5950619,0.000664
35.64834976,33.99240875,484.0501709,486.549927,0.000614
33.44535828,51.6154747,490.5942383,494.4344789,0.00072
33.42231369,52.25480652,490.2561646,494.1646729,0.000545
32.71347427,51.85648346,489.6815796,493.505127,0.000657
32.63957977,52.07566833,488.5755005,492.4258729,0.000594
32.02500534,52.16274261,489.3924255,493.2053219,0.000653
30.76474762,52.6325798,490.6313782,494.4045101,0.000752
31.06986809,53.83699417,495.497406,499.3810731,0.00044
29.59330559,33.22106552,482.4643555,484.5113531,0.000582
30.19493675,53.14762497,492.2728272,496.0533753,0.000623
28.24848747,53.62159729,493.5149536,497.2225648,0.000748
26.86717224,33.11030197,480.8557434,482.7425838,0.000613
26.91153145,18.49202728,493.7156677,494.7942201,0.000648
27.01326752,22.6169281,495.5820923,496.8328248,0.000637
26.90399742,23.1988163,493.5774231,494.8541871,0.000595
26.28089333,33.19914627,482.1460266,484.0017091,0.000638
27.14393425,54.79269028,497.9792786,501.719452,0.000583
26.29779625,24.27151108,494.8509827,496.1433106,0.000746
26.34186172,25.66520691,495.6801758,497.0426637,0.000676
26.43943214,26.09984016,497.5161743,498.9013978,0.000755
25.6986351,26.03739166,496.3258057,497.6722413,0.000689
25.70700264,26.3847599,496.4873962,497.8521119,0.00057
25.05309296,33.3170433,483.8582459,485.6505739,0.000484
25.47938728,54.48387527,492.0913696,495.7535706,0.000588
25.25699043,28.3349781,501.0031128,502.4389344,0.000578
24.28063202,33.82286453,481.6358032,483.432098,0.000734
24.0894413,54.7168541,491.138916,494.7642518,0.000666
23.70562744,28.79575539,497.1444702,498.5416261,0.000595
22.9264431,18.53886414,494.9661255,495.843506,0.000658
22.98682022,29.42300415,496.2696228,497.6722413,0.000731
23.1838932,30.01716423,500.5243225,501.9592591,0.000678
22.74657249,54.71060944,491.0828552,494.6443482,0.000683
22.17533684,18.81188965,493.2782898,494.1347052,0.000667
22.31072044,30.10225868,496.2898254,497.7022086,0.000665
21.70082474,34.22942734,482.7230225,484.4214171,0.000552
21.69602776,34.88224411,482.616333,484.36145,0.000712
22.14088631,54.86982346,492.5119629,496.0533753,0.000562
21.42028999,18.73997307,491.3925171,492.216034,0.000688
21.76969719,30.63259888,499.4081116,500.8200685,0.000597
21.77959061,31.32931709,499.6350403,501.0898744,0.000677
21.08038712,34.62210083,483.5949707,485.2908021,0.000668
21.52193069,55.34514236,493.7242432,497.2825013,0.000638
21.00356293,30.16928864,497.394928,498.7514955,0.000733
19.87398911,19.54239655,486.3515015,487.149536,0.000755
20.40167809,30.96495247,499.2650147,500.6401978,0.000727
18.71803665,15.48825264,473.8759155,474.4982911,0.000642
18.74021912,17.44658089,474.437439,475.1278382,0.000516
18.13859558,16.84185791,475.6234436,476.2670594,0.000652
18.04339218,17.0759182,473.1270142,473.7787782,0.000693
18.95329857,30.82362366,496.9862976,498.3018189,0.000745
18.52658653,36.77455902,485.7972107,487.539246,0.000724
18.77142525,55.51549149,492.2172546,495.6936036,0.000708
17.45157242,15.83442497,474.5731506,475.157837,0.00072
18.17356682,55.73989868,494.2068787,497.6722413,0.000635
16.74297333,11.58876801,472.8309021,473.2691346,0.000455
16.84845352,12.30993557,475.8097534,476.2670594,0.000724
16.8945961,13.96868515,477.112793,477.6161195,0.000609
16.7655983,14.50716877,473.4698486,473.9886466,0.000736
17.30482292,46.04064941,488.6978455,491.1667479,0.000607
17.36179924,46.528965,490.3068848,492.8156129,0.000567
16.27949715,12.04472256,478.1468201,478.5754701,0.00063
16.4530468,36.91213226,483.2441711,484.9310609,0.000734
16.69835854,49.9131546,490.4492798,493.2652889,0.000608
16.77416801,50.81750107,492.6758423,495.5737,0.0007
16.8160038,55.36536789,493.9046326,497.2825013,0.000632
17.63108826,73.09169769,517.8445435,523.2745362,0.000563
15.54120731,11.00640297,475.4961243,475.8773194,0.000618
15.69453335,32.07919693,480.1872559,481.5134278,0.000732
15.72142792,32.79197693,481.0101013,482.3828131,0.000726
16.01544952,51.21637726,490.0059204,492.935516,0.000697
16.89891434,71.90107727,517.0362549,522.2852174,0.000652
14.87650013,10.3471241,474.9621582,475.3077393,0.000676
15.09981537,33.52514267,482.091919,483.492065,0.00074
15.1503458,36.94734955,483.7052002,485.3507689,0.000643
15.18511391,37.36408234,484.8152771,486.48999,0.000559
15.40958405,53.79389191,491.9819336,495.1539918,0.000507
15.89330959,60.38112259,507.4258423,511.2528382,0.000746
16.21826553,73.08551025,517.8007202,523.1845704,0.000726
16.37653542,74.16175079,522.8537598,528.3410035,0.000653
14.53614616,34.40538025,485.2044373,486.639893,0.000571
14.5969429,38.21778488,487.2337647,488.948273,0.000708
15.29239273,58.97951508,510.4472961,514.0708619,0.000636
13.9750433,54.1085434,488.7013855,491.8862611,0.000637
14.92669678,76.93971252,521.9802856,527.83136,0.000647
12.9387598,7.76202822,475.0981751,475.3377076,0.000641
13.17644691,50.5704155,483.8257752,486.639893,0.000677
13.17794228,50.90914154,483.8806763,486.729828,0.000466
13.25653362,51.5477829,486.76651,489.667786,0.000666
13.22392559,51.75522995,485.5691528,488.498596,0.000742
13.29485703,53.04125595,488.1736755,491.2267149,0.000537
12.74545765,39.31699753,492.6437988,494.3745118,0.000569
12.02611065,35.80044174,490.6748352,492.1260682,0.000705
12.21090126,39.4203186,498.214447,499.9206849,0.0006
12.16411114,39.60922241,496.3053589,498.0319816,0.000599
12.15985012,40.27513885,496.1315308,497.9120789,0.000734
11.83194733,48.13407898,482.7528381,485.2908021,0.00048
11.86669159,49.60715103,484.1704102,486.849731,0.000723
11.06017876,7.48116112,477.8193359,478.0058595,0.000624
10.97196388,7.74422169,474.0082703,474.1984864,0.000718
11.38037968,36.20823669,491.6525574,493.1153871,0.000534
11.54100704,39.79171371,498.5919495,500.3104249,0.000731
11.59575272,40.6668663,500.9570618,502.7387391,0.000727
11.50522232,40.68994904,497.0460205,498.8414308,0.000696
11.1594038,48.73252106,482.1059876,484.691223,0.000746
10.39977932,7.79929495,477.3792114,477.556183,0.000532
10.74165821,36.31280136,493.0724182,494.5244142,0.000726
10.65575886,44.73806763,489.129364,491.2866519,0.000712
10.39361858,45.9307518,477.096405,479.4148856,0.000675
10.18446636,38.77344513,498.6716614,500.2804261,0.000686
10.03241634,41.2235527,491.2266541,493.0554501,0.000502
9.49583244,38.39356995,498.1733093,499.7408143,0.000591
8.76564598,37.49002075,495.2485657,496.7428885,0.000651
