X,Y,Z,distance,wavelength_523_nm
38.8584404,33.90140152,482.7542114,485.500671,0.000897
38.06672668,33.78573227,481.1070557,483.7918399,0.000848
36.79763031,33.83054352,481.7451782,484.331482,0.000731
36.13056564,33.82353973,481.6454773,484.1815799,0.000848
33.42231369,52.25480652,490.2561646,494.1646729,0.000822
31.06986809,53.83699417,495.497406,499.3810731,0.0008
30.22373772,53.53765488,492.7424011,496.5630189,0.000741
29.54177856,53.8611908,492.5974426,496.4131156,0.000761
28.87769318,54.21718216,492.7488098,496.5630189,0.000884
27.53672791,32.79675293,481.0801392,482.982422,0.000779
27.52467155,53.8640213,492.6233521,496.3231812,0.000917
27.14393425,54.79269028,497.9792786,501.719452,0.000801
26.8337574,54.5057373,492.2888184,496.0233756,0.000859
25.49116325,33.02882004,479.6723938,481.4834591,0.00087
25.05309296,33.3170433,483.8582459,485.6505739,0.000825
24.29045296,33.1774292,481.830658,483.5820008,0.0009
24.28328896,33.49708939,481.6885376,483.4620672,0.00088
24.97668266,55.53779602,495.4428406,499.1712037,0.00087
23.62311363,33.49311447,481.6313782,483.372131,0.000862
24.1343174,55.15790176,492.0538635,495.7236024,0.000905
23.07675934,30.55919266,498.2113648,499.6808473,0.000689
22.74657249,54.71060944,491.0828552,494.6443482,0.000784
22.81790733,55.22168732,492.6229248,496.2332459,0.000871
22.4522419,30.63442612,499.4378967,500.8800345,0.000779
21.75424385,33.9826622,483.9113159,485.590607,0.000859
22.14088631,54.86982346,492.5119629,496.0533753,0.000828
21.76969719,30.63259888,499.4081116,500.8200685,0.000881
21.77959061,31.32931709,499.6350403,501.0898744,0.000896
21.08038712,34.62210083,483.5949707,485.2908021,0.000898
21.20046043,35.15206909,486.3495483,488.078888,0.000873
21.52193069,55.34514236,493.7242432,497.2825013,0.000722
20.34632111,34.49577713,481.8305054,483.492065,0.000894
20.42253304,35.2868309,483.6353149,485.3507689,0.000752
20.40167809,30.96495247,499.2650147,500.6401978,0.000863
20.47777748,31.42288589,501.1272583,502.5288697,0.00072
18.95329857,30.82362366,496.9862976,498.3018189,0.000798
19.00494576,31.24814606,498.3405762,499.6808473,0.000643
18.36419678,35.46341705,481.5390625,483.1922608,0.000856
18.4418869,35.94440842,483.5762329,485.2608341,0.000809
17.86250305,30.45853233,485.7479248,487.029602,0.000849
16.95165825,30.34527016,478.7242432,479.9844972,0.000791
16.87819099,30.86531067,476.6495056,477.9458924,0.00075
16.55053139,36.7980423,486.1074219,487.779083,0.00077
16.70911598,48.25831985,490.7651978,493.4151922,0.000839
16.8160038,55.36536789,493.9046326,497.2825013,0.000809
17.3755188,62.13731766,510.3381958,514.4006349,0.000901
17.63108826,73.09169769,517.8445435,523.2745362,0.000773
15.90802193,49.19882584,486.7190857,489.457916,0.000861
16.07518578,50.73063278,491.8336487,494.7042852,0.000792
16.01544952,51.21637726,490.0059204,492.935516,0.000878
16.04554939,54.69322968,490.9268494,494.22464,0.000848
16.65859413,61.00164032,509.6834717,513.5912477,0.000698
16.69726563,62.20166397,510.8666992,514.9102784,0.000843
17.02014923,73.50115967,520.7455444,526.1824952,0.000662
14.93437004,9.41329193,476.8097534,477.1364442,0.000739
14.86472893,9.69256783,474.5863342,474.9179994,0.000909
15.1503458,36.94734955,483.7052002,485.3507689,0.000792
15.18511391,37.36408234,484.8152771,486.48999,0.000912
15.27328205,45.94006729,487.6302185,490.0275269,0.000828
15.3419733,50.86026001,489.8233337,492.6956788,0.000883
15.39782715,51.38367844,491.6065674,494.5244142,0.000828
15.3773365,53.0050621,490.9523621,494.0447389,0.000881
15.40958405,53.79389191,491.9819336,495.1539918,0.000898
14.27143192,8.43147755,476.3684692,476.6567994,0.000905
14.54222584,37.74210358,485.4073486,487.089569,0.000767
15.1838665,59.26024246,506.8247681,510.503357,0.000765
13.91035557,52.18286896,486.43927,489.427948,0.000828
13.92943096,53.26078415,487.1063232,490.2073971,0.000746
13.9750433,54.1085434,488.7013855,491.8862611,0.000902
14.21586514,55.38351059,497.1228027,500.4003602,0.000714
13.33873177,38.75333405,489.784729,491.4965211,0.000809
13.3172884,46.74056244,488.997345,491.406586,0.000786
13.17852116,49.24682999,483.901947,486.579926,0.000731
13.20254612,50.33701706,484.7841187,487.569244,0.000724
13.17794228,50.90914154,483.8806763,486.729828,0.000892
13.27097607,53.61729431,487.2967835,490.4172669,0.00077
12.6320715,35.29023361,488.2611389,489.697754,0.000895
12.78402042,39.0974884,494.1343384,495.843506,0.000728
12.74545765,39.31699753,492.6437988,494.3745118,0.000906
12.6300478,45.99213409,488.1828613,490.507202,0.000878
12.47423077,49.06956863,482.1601563,484.8111571,0.000885
12.51578617,49.56575775,483.7663879,486.459991,0.000548
11.62040329,39.3777504,502.0220032,503.6980592,0.000595
10.83012867,38.65384293,497.1334229,498.7514955,0.000784
10.63428688,44.98298645,488.1437683,490.3273321,0.000869
10.08393383,36.70056534,493.7491455,495.2139588,0.000792
10.14341927,37.93702698,496.6618042,498.2118531,0.000806
10.20026112,38.49158096,499.4450378,501.0299073,0.000887
10.03241634,41.2235527,491.2266541,493.0554501,0.000907
9.93126392,41.80807114,486.2738342,488.168823,0.00069
9.50886154,38.10468674,498.8568115,500.4003602,0.00087
8.76564598,37.49002075,495.2485657,496.7428885,0.000799
5.97756481,40.27161026,487.8520203,489.547852,0.000645
5.29161739,40.10700607,485.8579712,487.539246,0.000803
4.88225746,62.02420807,512.3155518,516.0795289,0.000917
4.22878885,71.99419403,517.7058716,522.7048951,0.000887
4.23736048,72.50009918,518.755249,523.814148,0.000905
3.33925724,41.16846848,490.5702515,492.3059689,0.000617
3.51321721,71.41651154,516.126709,521.0560304,0.000689
3.51955533,71.90407562,517.0578003,522.0453492,0.000704
2.01722693,55.02700806,493.9228516,496.9827271,0.000849
2.10263395,70.52361298,514.8349609,519.6470338,0.000693
1.35850751,55.93119431,498.9522705,502.0791932,0.000916
1.36797464,56.66727829,502.4293213,505.6167298,0.000896
0.0,68.74778748,514.8978882,519.4671632,0.0009
0.0,69.01450348,514.2270508,518.8375855,0.000824
-3.29793167,47.97515106,484.4990845,486.8797,0.000759
-3.46850848,65.56523895,509.5585327,513.7711183,0.00066
-3.98274183,45.60088348,487.5838013,489.727753,0.000885
-4.27780294,67.38565063,523.7064209,528.0411988,0.0007
-4.75353241,44.59639359,498.8078919,500.8200685,0.000782
-4.7460494,46.91915131,498.0226746,500.2504579,0.000754
-4.73721218,47.173172,497.0953064,499.3510743,0.000685
-4.72169065,49.06115723,495.4665833,497.9120789,0.000747
-5.47559118,48.74584579,502.7497559,505.1370851,0.000784
-5.46929693,49.72511292,502.171875,504.6574098,0.00088
-5.63548994,67.65259552,517.4310913,521.8654786,0.000795
-7.06308174,68.19006348,518.7946167,523.3045045,0.000855
-7.54847002,51.29590607,504.0362854,506.695984,0.000761
-7.79318237,68.03770447,520.3765259,524.8634034,0.000892
-8.25923538,50.40525818,505.5312195,508.1050111,0.000877
-8.50387859,69.49647522,520.5053711,525.1931764,0.000658
-10.89418983,32.38216019,500.0740051,501.2397767,0.0008
-11.2171154,30.38650513,484.5992432,485.680542,0.000517
-11.18063068,30.61776352,483.0230713,484.1216131,0.000758
-11.14552975,30.85072136,481.5066528,482.6226502,0.000672
-11.15473366,31.20557976,481.9042664,483.042358,0.000726
-11.14354515,32.16161346,481.4208984,482.6226502,0.00086
-11.24963093,32.8000946,486.0039978,487.239471,0.000913
-11.6317091,40.79296875,502.5104675,504.2976685,0.000895
-11.78681374,34.10096359,480.9113464,482.262909,0.000676
-12.70083618,66.31913757,518.2041626,522.5850221,0.000799
-12.74702454,67.64002991,520.0886841,524.6235963,0.000595
-13.41743565,64.5788269,518.6173706,522.7948609,0.00064
-14.40367508,65.12673187,528.8883667,533.0777589,0.000773
-14.1035881,64.12775421,517.8694458,522.015381,0.00081
-14.36071968,20.17874527,502.188324,502.7987061,0.000857
-15.75930786,37.74354553,503.147583,504.8073121,0.000915
-15.42843151,56.23603821,492.5836792,496.0233756,0.000894
-16.42243958,22.24532509,502.4581604,503.2184144,0.000817
-15.58073139,32.49851227,476.7053833,478.0658256,0.000851
