X,Y,Z,distance,wavelength_735_nm
40.86528397,37.55584717,483.0119019,486.190186,0.000681
40.30385208,35.32965851,484.2223511,487.179504,0.001247
40.31425476,35.67023468,484.3473206,487.329407,0.001657
40.27460861,37.62264252,483.8710022,486.999634,0.001389
40.39891815,38.07115936,485.3644714,488.528564,0.001479
40.14638519,38.16352844,482.3305054,485.500671,0.000968
40.28829956,38.96157837,484.0354919,487.26944,0.000934
39.65578842,34.68068314,484.4132385,487.26944,0.001441
39.73487473,40.06749344,485.379303,488.648499,0.001597
39.94246674,40.94565201,487.9151306,491.256683,0.000848
39.66772842,42.32525253,484.559082,488.018921,0.00057
38.8584404,33.90140152,482.7542114,485.500671,0.000816
39.3456955,42.02590942,488.8075562,492.1860348,0.001726
38.06672668,33.78573227,481.1070557,483.7918399,0.000737
38.37255096,35.05252075,484.972229,487.749115,0.001666
37.67368317,34.02592468,484.5274048,487.179504,0.000803
37.93347931,46.29758835,487.8687134,491.5264891,0.000866
36.79763031,33.83054352,481.7451782,484.331482,0.000872
36.13056564,33.82353973,481.6454773,484.1815799,0.001039
36.12436676,34.14715958,481.5628052,484.1216131,0.001582
35.64834976,33.99240875,484.0501709,486.549927,0.000951
34.1732254,33.5139122,481.9304504,484.301483,0.001075
34.16737747,33.83776093,481.8479614,484.241547,0.001439
32.91534424,33.24553299,482.8197022,485.080963,0.000712
33.44535828,51.6154747,490.5942383,494.4344789,0.001744
33.42066193,51.91476822,490.2319641,494.1047059,0.00116
33.42231369,52.25480652,490.2561646,494.1646729,0.000726
32.71347427,51.85648346,489.6815796,493.505127,0.001083
32.02500534,52.16274261,489.3924255,493.2053219,0.001201
32.026577,52.50224686,489.4164429,493.2652889,0.000954
30.85183716,33.48564911,481.5240479,483.6719359,0.001726
31.00889969,37.29935837,483.9754334,486.400055,0.000312
30.76474762,52.6325798,490.6313782,494.4045101,0.001631
31.06986809,53.83699417,495.497406,499.3810731,0.000667
29.59330559,33.22106552,482.4643555,484.5113531,0.001105
30.19493675,53.14762497,492.2728272,496.0533753,0.001364
30.22373772,53.53765488,492.7424011,496.5630189,0.001076
28.89348984,33.17445755,481.7874756,483.7918399,0.001545
29.54177856,53.8611908,492.5974426,496.4131156,0.000789
27.53672791,32.79675293,481.0801392,482.982422,0.000928
26.86717224,33.11030197,480.8557434,482.7425838,0.001369
27.52467155,53.8640213,492.6233521,496.3231812,0.001097
26.91153145,18.49202728,493.7156677,494.7942201,0.001701
26.97806168,20.22478867,494.9361877,496.0833436,0.00171
26.93826485,21.20591164,494.2061157,495.393829,0.001503
26.88531113,21.50058746,493.2345886,494.4344789,0.00152
26.90896034,21.85617828,493.668457,494.8841859,0.001509
27.01326752,22.6169281,495.5820923,496.8328248,0.001402
26.97656631,22.92378616,494.9087524,496.1732789,0.001006
26.90399742,23.1988163,493.5774231,494.8541871,0.001198
26.28089333,33.19914627,482.1460266,484.0017091,0.001138
26.89291573,53.94610977,493.374115,497.0426637,0.00174
27.14393425,54.79269028,497.9792786,501.719452,0.000593
26.8337574,54.5057373,492.2888184,496.0233756,0.001042
26.26067734,21.20361328,494.1525269,495.3038941,0.001721
26.29779625,24.27151108,494.8509827,496.1433106,0.001729
26.2347374,25.22391891,493.6643982,495.004089,0.001015
26.43943214,26.09984016,497.5161743,498.9013978,0.000857
25.49116325,33.02882004,479.6723938,481.4834591,0.000979
25.54551506,33.42800903,480.6951599,482.5327149,0.001489
26.27223969,55.07683182,494.3700867,498.1219178,0.00083
25.6986351,26.03739166,496.3258057,497.6722413,0.001522
25.70700264,26.3847599,496.4873962,497.8521119,0.001316
25.60760689,26.95797729,494.5677185,495.96344,0.001018
25.05309296,33.3170433,483.8582459,485.6505739,0.001102
25.0533638,27.08858681,496.9638977,498.3317872,0.001641
25.25699043,28.3349781,501.0031128,502.4389344,0.000627
24.29045296,33.1774292,481.830658,483.5820008,0.00061
24.28328896,33.49708939,481.6885376,483.4620672,0.001149
