X,Y,Z,distance,wavelength_686_nm
40.99261093,36.67763901,484.5168457,487.629181,0.001164
41.26771164,37.25771332,487.7684631,490.92691,0.001032
40.86528397,37.55584717,483.0119019,486.190186,0.000897
39.9246788,33.68458939,479.6668396,482.5027472,0.000772
40.30385208,35.32965851,484.2223511,487.179504,0.001844
40.31425476,35.67023468,484.3473206,487.329407,0.002112
40.31390381,37.32769775,484.3431397,487.44931,0.002131
40.39891815,38.07115936,485.3644714,488.528564,0.001929
40.14638519,38.16352844,482.3305054,485.500671,0.001753
40.28829956,38.96157837,484.0354919,487.26944,0.001134
39.65578842,34.68068314,484.4132385,487.26944,0.002214
39.73487473,40.06749344,485.379303,488.648499,0.001938
39.94246674,40.94565201,487.9151306,491.256683,0.001211
39.66772842,42.32525253,484.559082,488.018921,0.001199
38.8584404,33.90140152,482.7542114,485.500671,0.001391
38.06672668,33.78573227,481.1070557,483.7918399,0.001176
37.67368317,34.02592468,484.5274048,487.179504,0.001427
37.93347931,46.29758835,487.8687134,491.5264891,0.001223
36.79763031,33.83054352,481.7451782,484.331482,0.001221
36.13056564,33.82353973,481.6454773,484.1815799,0.001514
36.12436676,34.14715958,481.5628052,484.1216131,0.002004
36.75662994,46.83556747,489.9913025,493.5950619,0.001915
35.64834976,33.99240875,484.0501709,486.549927,0.001811
34.7991066,33.48162079,481.466095,483.881775,0.001019
34.14309692,33.15504074,481.5055237,483.851807,0.00102
34.1732254,33.5139122,481.9304504,484.301483,0.001405
34.16737747,33.83776093,481.8479614,484.241547,0.002193
33.38587952,33.05752945,480.089325,482.3828131,0.000984
32.91534424,33.24553299,482.8197022,485.080963,0.000871
33.42066193,51.91476822,490.2319641,494.1047059,0.001703
33.42231369,52.25480652,490.2561646,494.1646729,0.001
32.71347427,51.85648346,489.6815796,493.505127,0.001744
32.73656464,52.5677681,490.0272217,493.9248348,0.000978
32.02500534,52.16274261,489.3924255,493.2053219,0.001939
32.026577,52.50224686,489.4164429,493.2652889,0.001038
31.06986809,53.83699417,495.497406,499.3810731,0.000929
30.19493675,53.14762497,492.2728272,496.0533753,0.002187
30.22373772,53.53765488,492.7424011,496.5630189,0.001276
29.54177856,53.8611908,492.5974426,496.4131156,0.001232
28.85368729,53.83295441,492.3392029,496.1133119,0.001381
27.53672791,32.79675293,481.0801392,482.982422,0.001328
28.48781776,54.76153946,497.696167,501.5095826,0.000924
26.86717224,33.11030197,480.8557434,482.7425838,0.002032
27.52467155,53.8640213,492.6233521,496.3231812,0.002038
26.93826485,21.20591164,494.2061157,495.393829,0.002171
26.90896034,21.85617828,493.668457,494.8841859,0.002133
27.01326752,22.6169281,495.5820923,496.8328248,0.00207
26.97656631,22.92378616,494.9087524,496.1732789,0.002087
26.90399742,23.1988163,493.5774231,494.8541871,0.001454
26.28089333,33.19914627,482.1460266,484.0017091,0.001845
27.14393425,54.79269028,497.9792786,501.719452,0.001649
