X,Y,Z,distance,wavelength_898_nm
41.26771164,37.25771332,487.7684631,490.92691,0.000509
40.28829956,38.96157837,484.0354919,487.26944,0.000533
38.06672668,33.78573227,481.1070557,483.7918399,0.000389
37.67368317,34.02592468,484.5274048,487.179504,0.000521
32.02500534,52.16274261,489.3924255,493.2053219,0.00057
29.54177856,53.8611908,492.5974426,496.4131156,0.000499
26.34186172,25.66520691,495.6801758,497.0426637,0.000528
25.25699043,28.3349781,501.0031128,502.4389344,0.000543
20.79767418,19.79022598,492.5192261,493.3552252,0.000558
18.72148132,16.46005058,473.9631043,474.6181947,0.000563
16.74297333,11.58876801,472.8309021,473.2691346,0.000522
16.7977562,14.21179962,474.3779907,474.8879996,0.000563
16.13950539,12.26402283,474.0350952,474.4682923,0.000425
16.33878708,31.73113251,479.8882752,481.2136231,0.000509
15.54120731,11.00640297,475.4961243,475.8773194,0.00051
15.1503458,36.94734955,483.7052002,485.3507689,0.000545
15.3777132,52.33029175,490.9644165,493.9848019,0.000571
13.17852116,49.24682999,483.901947,486.579926,0.000516
13.20185184,50.00086975,484.758606,487.509277,0.000418
12.74545765,39.31699753,492.6437988,494.3745118,0.00056
5.29161739,40.10700607,485.8579712,487.539246,0.000463
3.96599412,32.10440445,485.5335083,486.609894,0.000556
0.65064847,14.31853867,477.9408875,478.1557618,0.000544
0.67547923,28.73992729,496.180603,497.0126954,0.000543
-9.47900105,59.86172867,497.2902832,500.9699708,0.000567
-11.60786533,20.15029716,501.4803467,502.0192262,0.000479
-13.01266479,24.32665634,502.9719849,503.728058,0.000532
-14.33922482,59.32231522,501.4366455,505.1370851,0.000554
-15.36135197,61.72259521,512.7490845,516.6790772,0.00056
-15.81288433,20.63023186,504.8580933,505.5267945,0.000553
-15.13154316,24.68437958,483.1049194,483.9717411,0.000557
-15.66036129,38.19113159,499.9884949,501.6894532,0.000564
-15.56063938,34.4105835,476.0906372,477.5861512,0.000504
-17.56546021,37.21175003,496.0583801,497.7621766,0.000529
-18.10312843,21.33985329,474.6934204,475.5175782,0.000534
-21.60251808,19.91292953,495.572937,496.4430848,0.000504
-21.86220551,19.87240982,486.3128662,487.209473,0.000387
-21.56503677,20.2564621,479.7025147,480.6140438,0.000506
-22.58289146,18.92575455,487.5491028,488.438629,0.000508
-25.85818481,50.52335739,486.5787048,489.8776251,0.000561
-27.08978653,50.34281921,484.8399963,488.198792,0.000537
-27.46543503,17.64505196,479.8346252,480.9438172,0.000484
-27.68992805,50.56319046,483.7566528,487.179504,0.000558
-28.28094864,23.01049232,482.5663757,483.941742,0.00054
-28.93880081,22.68018532,482.5430298,483.941742,0.000415
-29.05669785,24.75611496,484.5088806,486.010315,0.000552
-29.12317657,26.47011185,485.6174011,487.209473,0.000556
-29.08045959,50.34958267,484.9051209,488.378662,0.000565
-31.120327,49.76536179,485.7145386,489.248077,0.000543
-38.95730591,37.96275711,483.9824219,487.029602,0.000534
